,ms_subclass,ms_zoning,lot_frontage,lot_area,lot_shape,lot_config,neighborhood,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,foundation,bsmt_qual,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmt_unf_sf,total_bsmt_sf,heating_qc,2nd_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,bedroom_abvgr,kitchen_qual,fireplaces,fireplace_qu,garage_type,garage_finish,garage_area,wood_deck_sf,open_porch_sf,mo_sold,yr_sold,saleprice
550,50,3,80.0,8480,4,5,1,3,5,5,1947,1950,5,9,9,2.0,0.0,3,5,3.0,1.0,3.0,442.0,390.0,832.0,3,384,1216,0.0,1,0,2,3,0,0.0,1.0,1.0,336.0,158,0,10,2008,118500
551,50,1,50.0,6000,4,4,12,3,6,7,1929,1950,5,1,1,2.0,0.0,3,6,3.0,1.0,1.0,0.0,862.0,862.0,3,208,1158,0.0,1,0,3,3,1,4.0,3.0,2.0,208.0,0,0,7,2008,120000
552,20,3,74.0,8847,4,5,5,1,8,5,2005,2005,5,3,3,4.0,148.0,4,4,4.0,3.0,6.0,769.0,769.0,1538.0,5,0,1538,1.0,2,0,3,4,0,0.0,5.0,2.0,484.0,146,40,12,2007,260000
553,20,3,0.0,8050,3,5,1,1,5,5,1959,1959,3,9,9,4.0,150.0,3,5,3.0,1.0,4.0,856.0,125.0,1143.0,3,0,1143,1.0,1,0,3,3,0,0.0,5.0,2.0,308.0,0,0,5,2010,136000
554,20,3,70.0,8294,4,5,1,1,4,5,1971,1971,5,9,9,2.0,0.0,3,5,3.0,1.0,1.0,0.0,858.0,858.0,3,0,872,0.0,1,0,3,3,0,0.0,1.0,1.0,480.0,0,0,6,2007,123000
555,50,1,0.0,7920,3,5,14,3,6,7,1920,1950,5,9,9,2.0,0.0,3,5,3.0,1.0,1.0,0.0,319.0,319.0,3,371,1406,0.0,1,0,3,2,0,0.0,0.0,0.0,0.0,0,144,3,2008,89500
556,20,3,100.0,18494,3,4,7,1,6,5,2005,2005,5,3,3,2.0,0.0,4,4,4.0,1.0,1.0,0.0,1324.0,1324.0,5,0,1324,0.0,2,0,3,4,0,0.0,5.0,3.0,430.0,36,23,1,2010,199500
557,20,3,0.0,7162,3,5,8,1,5,7,1966,1966,5,11,11,5.0,41.0,3,4,3.0,1.0,1.0,0.0,876.0,876.0,3,0,904,0.0,1,0,3,3,0,0.0,5.0,1.0,408.0,0,0,12,2008,109900
558,70,3,53.0,10918,4,5,13,2,7,9,1926,2004,4,9,9,2.0,0.0,4,6,4.0,1.0,1.0,0.0,1276.0,1276.0,5,804,2080,0.0,1,1,3,4,2,4.0,1.0,1.0,282.0,0,0,6,2009,234000
559,120,1,37.0,4435,4,5,2,1,6,5,2004,2004,5,3,3,4.0,169.0,4,4,4.0,2.0,6.0,662.0,186.0,848.0,5,0,848,1.0,1,0,1,4,1,4.0,5.0,2.0,420.0,140,0,5,2006,155900
560,50,3,0.0,11250,4,5,19,3,4,5,1957,1989,5,2,2,2.0,0.0,3,5,3.0,3.0,1.0,0.0,1104.0,1104.0,5,684,1788,1.0,1,0,5,3,2,3.0,5.0,1.0,304.0,120,0,11,2009,161500
561,20,3,0.0,14375,3,3,16,4,6,6,1958,1958,5,11,11,4.0,541.0,3,5,3.0,1.0,6.0,111.0,354.0,819.0,4,0,1344,0.0,1,0,3,4,1,4.0,4.0,2.0,525.0,0,118,1,2009,137500
562,190,1,100.0,9045,4,5,3,2,5,3,1910,1950,5,9,9,2.0,0.0,3,6,3.0,2.0,1.0,0.0,840.0,840.0,2,1128,2256,0.0,2,0,4,2,0,0.0,0.0,0.0,0.0,0,18,6,2010,76500
563,60,3,97.0,10029,3,4,19,2,6,5,1988,1989,5,7,7,4.0,268.0,4,4,4.0,1.0,6.0,831.0,320.0,1151.0,3,896,2060,0.0,2,1,4,3,1,3.0,5.0,1.0,521.0,0,228,9,2007,211000
564,120,4,34.0,4060,4,5,1,1,6,5,1998,1999,5,9,9,2.0,0.0,4,4,4.0,1.0,6.0,266.0,1139.0,1405.0,5,0,1337,1.0,2,0,2,4,0,0.0,5.0,3.0,511.0,144,68,8,2008,181000
565,80,3,82.0,9020,4,5,1,4,6,7,1966,1966,5,11,11,4.0,183.0,3,5,3.0,4.0,3.0,312.0,276.0,1127.0,3,0,1165,1.0,1,1,3,3,0,0.0,5.0,2.0,490.0,0,129,5,2008,174900
566,80,3,96.0,11777,3,5,8,4,5,6,1966,1966,5,3,3,4.0,97.0,3,5,3.0,3.0,2.0,328.0,285.0,1164.0,5,0,1320,1.0,1,0,3,3,2,2.0,5.0,2.0,564.0,160,68,5,2006,164500
567,20,3,70.0,10171,3,5,6,1,7,5,2004,2004,5,3,3,4.0,168.0,4,4,4.0,1.0,6.0,2.0,1515.0,1517.0,5,0,1535,0.0,2,0,3,4,0,0.0,5.0,2.0,532.0,0,0,3,2010,214000
568,60,3,80.0,10400,4,5,9,2,7,6,1980,1988,5,11,11,4.0,280.0,3,5,4.0,2.0,1.0,0.0,738.0,738.0,3,767,2044,0.0,2,1,3,3,1,3.0,5.0,1.0,489.0,28,73,3,2008,185000
569,50,1,52.0,6240,4,5,12,3,4,7,1929,1950,5,9,9,2.0,0.0,3,4,3.0,1.0,4.0,80.0,624.0,704.0,5,512,1136,0.0,1,0,2,3,0,0.0,1.0,1.0,336.0,0,365,8,2008,123000
570,85,3,0.0,12150,3,3,11,5,6,6,1979,1979,5,11,1,2.0,0.0,3,5,4.0,3.0,6.0,1001.0,0.0,1001.0,3,0,1299,1.0,2,0,2,4,1,1.0,3.0,2.0,486.0,84,0,1,2007,183500
571,160,6,24.0,2645,4,5,5,2,8,5,1999,2000,5,9,9,4.0,456.0,4,4,4.0,1.0,1.0,0.0,776.0,776.0,5,677,1441,0.0,2,1,2,4,0,0.0,1.0,1.0,492.0,206,0,11,2007,174000
572,20,3,0.0,22692,3,5,4,1,5,5,1953,1953,5,9,9,2.0,0.0,3,5,3.0,1.0,3.0,587.0,486.0,1073.0,3,0,1630,0.0,2,0,3,3,1,3.0,1.0,1.0,649.0,0,64,3,2007,130000
573,70,1,60.0,9600,4,5,3,2,7,7,1925,1990,5,2,2,2.0,0.0,3,6,3.0,1.0,2.0,16.0,712.0,728.0,5,809,1641,0.0,1,1,3,5,1,4.0,1.0,1.0,546.0,0,0,8,2006,178000
574,60,3,74.0,13830,3,5,7,2,5,5,1997,1998,5,3,3,2.0,0.0,3,4,4.0,1.0,6.0,791.0,137.0,928.0,4,701,1629,0.0,2,1,3,3,1,3.0,5.0,3.0,482.0,212,34,3,2010,189900
575,120,1,0.0,4435,4,5,2,1,6,5,2003,2004,5,3,3,4.0,170.0,4,4,4.0,3.0,6.0,685.0,163.0,848.0,5,0,848,1.0,1,0,1,4,0,0.0,5.0,3.0,420.0,140,0,6,2009,144000
576,30,1,0.0,5890,4,4,14,1,6,8,1930,2007,5,2,2,2.0,0.0,4,6,3.0,3.0,5.0,538.0,278.0,816.0,5,0,816,0.0,1,0,2,3,0,0.0,1.0,1.0,432.0,0,0,6,2008,120500
577,20,3,112.0,10859,4,4,2,1,5,5,1994,1995,5,3,3,2.0,0.0,3,4,4.0,1.0,1.0,0.0,1097.0,1097.0,5,0,1097,0.0,1,1,3,3,0,0.0,5.0,1.0,672.0,392,64,6,2009,145000
578,120,3,41.0,5330,4,5,17,1,8,5,2000,2000,5,12,12,2.0,0.0,4,4,4.0,3.0,6.0,1196.0,298.0,1494.0,5,0,1652,1.0,2,0,2,5,0,0.0,5.0,2.0,499.0,96,48,8,2007,251000
579,90,3,72.0,10778,4,5,8,1,4,5,1968,1968,3,11,11,2.0,0.0,3,5,3.0,1.0,1.0,0.0,1768.0,1768.0,3,0,1768,0.0,2,0,4,3,0,0.0,0.0,0.0,0.0,0,0,4,2010,136500
580,90,3,74.0,6845,4,5,4,1,4,5,1955,1955,5,1,1,5.0,58.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1152,0.0,2,0,2,3,0,0.0,0.0,0.0,0.0,0,0,7,2008,82500
581,30,5,109.0,21780,4,5,14,1,2,4,1910,1950,5,2,2,2.0,0.0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,3,0,810,0.0,1,0,1,3,0,0.0,1.0,1.0,280.0,119,24,3,2009,57625
582,120,3,80.0,10307,3,5,6,1,7,5,2007,2008,5,3,3,1.0,176.0,4,4,4.0,1.0,6.0,876.0,474.0,1350.0,5,0,1358,1.0,2,0,2,4,1,4.0,5.0,2.0,484.0,192,26,5,2009,212500
583,120,1,32.0,4500,4,2,11,1,6,5,1998,1998,3,3,3,4.0,116.0,3,4,5.0,1.0,6.0,897.0,319.0,1216.0,5,0,1216,1.0,2,0,2,3,0,0.0,5.0,1.0,402.0,0,125,5,2006,164000
584,50,1,75.0,9060,4,5,14,3,6,5,1957,1957,5,9,9,4.0,327.0,3,5,3.0,1.0,1.0,0.0,967.0,967.0,4,671,1638,0.0,2,0,4,4,0,0.0,1.0,1.0,384.0,0,21,4,2006,139000
585,160,6,24.0,2160,4,5,5,2,7,5,1999,2000,5,9,9,4.0,212.0,4,4,4.0,1.0,4.0,510.0,90.0,600.0,5,628,1252,1.0,2,1,2,4,0,0.0,1.0,1.0,462.0,0,48,3,2008,160000
586,85,3,70.0,7669,4,5,11,5,5,6,1992,1993,5,11,1,2.0,0.0,3,4,4.0,3.0,6.0,718.0,0.0,828.0,3,0,883,1.0,1,0,2,3,1,2.0,1.0,1.0,698.0,100,32,6,2009,149000
587,20,3,62.0,9858,4,5,11,1,5,6,1968,1968,5,11,11,2.0,0.0,3,5,3.0,1.0,4.0,510.0,354.0,864.0,3,0,874,1.0,1,0,3,3,0,0.0,5.0,2.0,288.0,33,0,11,2009,130000
588,70,1,50.0,10300,3,5,3,2,7,6,1921,1950,5,4,4,2.0,0.0,3,6,3.0,1.0,1.0,0.0,576.0,576.0,4,808,1710,0.0,2,0,3,3,0,0.0,1.0,1.0,480.0,12,11,4,2010,140000
589,20,6,65.0,8125,4,4,5,1,8,5,2008,2009,3,3,3,4.0,288.0,4,4,4.0,1.0,1.0,0.0,1836.0,1836.0,5,0,1836,0.0,2,0,3,4,1,4.0,5.0,3.0,517.0,0,175,10,2009,264500
590,20,3,69.0,14850,3,5,1,1,5,5,1957,1957,5,2,2,2.0,0.0,3,5,3.0,1.0,3.0,895.0,197.0,1092.0,3,0,1092,1.0,1,0,2,3,1,3.0,5.0,3.0,299.0,268,0,5,2006,141000
591,120,6,35.0,4274,3,5,5,1,7,5,2006,2007,5,3,3,0.0,0.0,4,4,4.0,1.0,6.0,1106.0,135.0,1241.0,5,0,1241,1.0,1,1,1,4,0,0.0,5.0,3.0,569.0,0,116,11,2007,199900
592,20,3,80.0,9650,4,5,9,1,6,5,1977,1977,5,7,7,4.0,360.0,3,5,4.0,1.0,5.0,686.0,664.0,1350.0,3,0,1334,0.0,2,0,2,3,1,3.0,5.0,2.0,630.0,0,16,4,2009,167900
593,20,3,0.0,14585,3,3,1,1,6,6,1960,1987,5,2,2,4.0,85.0,3,5,3.0,1.0,4.0,594.0,331.0,1144.0,5,0,1429,0.0,1,0,3,4,2,4.0,5.0,1.0,572.0,216,110,6,2007,181900
594,20,6,75.0,9000,4,5,5,1,8,5,2008,2008,5,3,3,1.0,36.0,4,4,4.0,3.0,6.0,1078.0,488.0,1566.0,5,0,1566,1.0,2,0,3,4,0,0.0,5.0,2.0,750.0,144,168,4,2010,262500
595,60,3,0.0,13774,3,5,9,2,7,7,1977,1992,3,11,11,4.0,283.0,3,4,4.0,1.0,6.0,432.0,476.0,908.0,5,972,2288,0.0,1,2,4,4,2,3.0,5.0,2.0,520.0,321,72,11,2009,230000
596,120,6,50.0,5119,3,3,5,1,9,5,1999,2000,5,9,9,4.0,60.0,4,4,5.0,3.0,6.0,1238.0,460.0,1698.0,5,0,1709,1.0,2,0,2,4,1,3.0,5.0,3.0,506.0,97,65,1,2008,328900
597,20,3,71.0,9254,3,5,6,1,8,5,2005,2005,5,3,3,4.0,210.0,4,4,4.0,1.0,6.0,119.0,1602.0,1721.0,5,0,1721,1.0,2,0,3,4,0,0.0,5.0,2.0,554.0,168,27,1,2007,232698
598,20,3,95.0,10324,3,4,2,1,8,5,2008,2008,5,3,3,4.0,140.0,4,4,4.0,3.0,6.0,872.0,382.0,1254.0,5,0,1254,1.0,2,0,2,4,0,0.0,5.0,2.0,810.0,168,92,3,2009,221800
599,50,3,63.0,8375,4,4,8,3,5,7,1941,1973,5,2,2,2.0,0.0,3,6,3.0,1.0,5.0,336.0,240.0,576.0,4,486,1350,1.0,1,1,2,4,0,0.0,6.0,1.0,627.0,0,0,6,2008,152400
600,20,3,75.0,9750,4,5,2,1,7,5,2000,2001,5,3,3,4.0,171.0,4,4,4.0,1.0,1.0,0.0,1630.0,1630.0,5,0,1630,0.0,2,0,3,4,1,3.0,5.0,1.0,451.0,74,234,10,2009,213000
601,60,3,74.0,7632,3,5,10,2,7,5,2005,2005,5,3,3,4.0,96.0,4,4,4.0,1.0,1.0,0.0,784.0,784.0,5,754,1585,0.0,2,1,3,4,0,0.0,5.0,2.0,449.0,100,77,3,2006,184900
602,190,3,90.0,15750,4,4,13,1,5,5,1953,1953,3,9,9,4.0,56.0,3,5,3.0,2.0,4.0,841.0,324.0,1165.0,3,0,1336,1.0,1,0,2,3,2,4.0,5.0,1.0,375.0,0,0,6,2006,157000
603,20,3,0.0,9240,3,5,8,1,5,6,1962,2002,3,11,11,2.0,0.0,3,5,3.0,1.0,4.0,612.0,252.0,864.0,4,0,1211,0.0,1,0,2,3,1,3.0,1.0,1.0,576.0,161,0,3,2006,144000
604,20,3,80.0,10400,4,5,9,1,6,5,1979,1999,5,9,9,4.0,253.0,3,5,4.0,1.0,6.0,903.0,356.0,1259.0,5,0,1353,1.0,2,0,2,3,1,3.0,5.0,2.0,478.0,240,141,8,2007,192350
605,20,3,80.0,8800,4,5,1,1,7,6,1966,1966,3,11,7,4.0,202.0,3,5,3.0,1.0,4.0,654.0,520.0,1174.0,5,0,1200,0.0,2,0,3,3,1,3.0,5.0,2.0,440.0,0,0,10,2007,163500
606,60,3,86.0,11839,4,5,10,2,7,5,1990,1990,3,11,11,4.0,99.0,3,4,4.0,1.0,6.0,1085.0,390.0,1475.0,5,797,2329,1.0,2,1,4,4,1,5.0,5.0,1.0,514.0,192,121,5,2008,262280
607,20,3,70.0,9135,4,5,2,1,7,5,2002,2003,5,3,3,4.0,113.0,4,4,4.0,3.0,6.0,810.0,726.0,1536.0,5,0,1536,1.0,2,0,3,4,0,0.0,5.0,2.0,532.0,192,74,12,2008,214000
608,20,3,90.0,14115,3,5,13,1,6,7,1956,2004,5,5,5,2.0,0.0,3,4,3.0,1.0,5.0,296.0,230.0,1073.0,5,0,1811,0.0,1,0,2,5,1,4.0,5.0,3.0,470.0,0,0,7,2006,230000
609,60,3,109.0,14154,4,4,6,2,7,5,2006,2006,5,3,3,4.0,350.0,4,4,5.0,1.0,1.0,0.0,1063.0,1063.0,5,1101,2172,0.0,2,1,3,4,1,4.0,5.0,2.0,947.0,192,62,8,2007,280000
610,20,7,65.0,6565,4,4,14,1,4,6,1957,1980,5,9,9,2.0,0.0,3,5,3.0,1.0,6.0,967.0,106.0,1073.0,4,0,1073,1.0,1,0,3,3,0,0.0,1.0,1.0,720.0,0,444,8,2007,140000
611,60,3,70.0,7700,4,5,1,2,6,5,1966,1966,5,9,9,4.0,351.0,3,5,3.0,1.0,1.0,0.0,756.0,756.0,3,788,1839,0.0,1,1,4,3,1,3.0,5.0,1.0,442.0,0,124,6,2010,155000
612,50,7,63.0,4761,4,4,14,7,3,3,1918,1950,5,2,2,2.0,0.0,2,6,3.0,1.0,1.0,0.0,1020.0,1020.0,2,0,1020,0.0,1,0,2,2,0,0.0,0.0,0.0,0.0,0,0,10,2006,64500
613,60,3,87.0,12361,3,3,10,2,6,7,1993,1993,5,3,3,4.0,85.0,4,4,4.0,1.0,6.0,860.0,86.0,946.0,5,838,1802,0.0,2,1,3,4,1,4.0,6.0,2.0,1017.0,450,92,5,2010,218000
614,80,3,72.0,9720,4,5,2,4,5,7,1977,1977,5,7,3,4.0,51.0,3,5,3.0,3.0,5.0,755.0,240.0,995.0,3,0,1009,0.0,2,0,3,3,1,2.0,1.0,1.0,576.0,0,0,6,2007,160000
615,20,6,72.0,8640,4,5,5,1,8,5,2007,2007,5,3,3,2.0,0.0,4,4,4.0,1.0,6.0,24.0,1314.0,1338.0,5,0,1338,0.0,2,0,3,4,0,0.0,5.0,2.0,598.0,0,141,11,2007,208900
617,160,6,30.0,3180,4,5,5,2,7,5,2007,2007,5,3,3,2.0,0.0,4,4,4.0,1.0,1.0,0.0,689.0,689.0,5,689,1392,0.0,2,0,2,4,0,0.0,1.0,1.0,540.0,0,102,3,2008,146000
618,120,3,38.0,14963,2,5,23,1,8,5,1996,1996,5,14,14,2.0,0.0,4,4,4.0,1.0,6.0,786.0,474.0,1260.0,5,0,1288,1.0,1,1,1,5,2,4.0,5.0,3.0,500.0,120,30,12,2008,245500
619,45,1,50.0,5000,4,5,12,7,6,7,1926,1950,5,9,9,2.0,0.0,3,6,3.0,1.0,1.0,0.0,992.0,992.0,5,0,1013,0.0,1,0,3,3,0,0.0,1.0,1.0,160.0,0,0,4,2008,113000
620,20,3,129.0,16870,3,1,6,1,8,5,2004,2005,3,3,3,4.0,238.0,4,4,5.0,4.0,6.0,1531.0,251.0,1782.0,5,0,1782,1.0,2,0,3,4,2,4.0,5.0,3.0,932.0,99,82,4,2009,296000
621,20,3,86.0,14157,3,4,17,1,9,5,2005,2006,3,3,3,1.0,200.0,4,4,5.0,4.0,6.0,1249.0,673.0,1922.0,5,0,1922,1.0,2,0,3,4,1,4.0,5.0,3.0,676.0,178,51,7,2007,377426
622,20,3,96.0,12456,4,2,6,1,10,5,2006,2007,3,12,12,1.0,230.0,5,4,5.0,4.0,6.0,1172.0,528.0,1700.0,5,0,1718,1.0,2,0,3,5,1,4.0,5.0,3.0,786.0,216,48,7,2009,337500
623,20,3,100.0,14836,3,5,6,1,10,5,2004,2005,3,12,12,1.0,730.0,5,4,5.0,4.0,6.0,2146.0,346.0,2492.0,5,0,2492,1.0,2,1,2,5,1,5.0,5.0,3.0,949.0,226,235,2,2009,552000
624,50,3,56.0,6956,4,5,4,3,4,7,1948,1950,5,3,3,2.0,0.0,3,5,2.0,2.0,1.0,0.0,624.0,624.0,5,312,936,0.0,1,0,3,3,0,0.0,5.0,1.0,265.0,0,0,4,2006,97900
625,20,6,75.0,7862,3,5,5,1,6,5,2009,2009,5,3,3,2.0,0.0,4,4,4.0,1.0,6.0,27.0,1191.0,1218.0,5,0,1218,0.0,2,0,2,4,0,0.0,5.0,3.0,676.0,0,102,9,2009,208300
626,60,3,0.0,11050,4,5,11,2,7,5,1996,1997,5,3,3,2.0,0.0,3,4,4.0,2.0,1.0,0.0,910.0,910.0,5,910,1820,0.0,2,1,3,4,1,3.0,5.0,1.0,816.0,318,32,9,2008,213000
627,60,3,57.0,8924,3,3,2,2,7,5,1998,1999,5,3,3,2.0,0.0,3,4,4.0,3.0,1.0,0.0,880.0,880.0,5,844,1724,0.0,2,1,3,4,0,0.0,5.0,3.0,527.0,120,155,7,2008,188000
628,20,3,0.0,9610,3,4,1,1,6,6,1958,1958,3,2,2,4.0,632.0,3,5,3.0,1.0,3.0,203.0,918.0,1121.0,5,0,1336,0.0,1,1,3,3,1,3.0,5.0,2.0,488.0,80,0,12,2006,162000
629,50,1,75.0,13710,4,5,14,3,5,5,1950,1950,5,2,2,2.0,0.0,3,5,3.0,1.0,4.0,420.0,490.0,910.0,3,648,1558,0.0,1,1,4,3,0,0.0,5.0,1.0,282.0,289,0,6,2007,152000
630,60,6,100.0,12552,4,4,5,2,7,5,2004,2005,5,3,3,2.0,0.0,4,4,4.0,1.0,6.0,222.0,769.0,991.0,5,956,1947,0.0,2,1,3,4,1,4.0,5.0,2.0,678.0,0,136,5,2010,254900
631,60,3,43.0,14565,2,3,10,2,7,5,1994,1995,5,3,3,4.0,145.0,4,4,4.0,3.0,6.0,537.0,295.0,832.0,5,825,1657,0.0,2,1,3,4,0,0.0,5.0,2.0,483.0,144,74,11,2008,189000
632,20,3,56.0,18559,3,3,9,1,7,5,1978,1978,3,7,7,4.0,383.0,4,5,4.0,1.0,6.0,1206.0,656.0,2048.0,3,0,2064,1.0,2,0,3,4,2,2.0,5.0,3.0,550.0,200,0,8,2008,235000
633,190,3,68.0,10880,4,5,4,1,5,5,1950,1950,5,9,9,2.0,0.0,3,5,3.0,1.0,5.0,1040.0,124.0,1164.0,3,0,1164,1.0,1,0,3,3,0,0.0,1.0,1.0,240.0,0,48,8,2008,125000
634,120,3,24.0,2280,4,2,24,1,7,6,1975,1975,5,7,15,2.0,0.0,3,5,4.0,1.0,1.0,0.0,836.0,836.0,5,0,836,0.0,1,0,2,3,0,0.0,5.0,1.0,308.0,0,30,6,2010,120000
635,20,8,125.0,31250,4,5,11,1,1,3,1951,1951,5,13,3,2.0,0.0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1600,0.0,1,1,3,3,0,0.0,5.0,1.0,270.0,0,0,5,2006,81500
636,90,3,81.0,11841,4,5,4,5,6,5,1990,1990,5,11,11,4.0,104.0,3,5,4.0,3.0,6.0,816.0,0.0,816.0,3,0,816,1.0,1,0,3,3,0,0.0,0.0,0.0,0.0,0,32,5,2007,118500
637,20,6,85.0,9187,4,5,5,1,9,5,2009,2009,5,12,12,1.0,162.0,5,4,5.0,2.0,6.0,1121.0,645.0,1766.0,5,0,1766,1.0,2,1,2,5,1,4.0,5.0,3.0,478.0,195,130,10,2009,370878
638,90,4,82.0,6270,4,5,13,2,5,6,1949,1950,5,9,9,2.0,0.0,3,5,3.0,1.0,4.0,284.0,717.0,1001.0,3,1001,2002,0.0,2,0,4,3,0,0.0,6.0,1.0,871.0,0,0,8,2007,145000
639,50,3,0.0,15660,3,4,13,3,7,9,1939,2006,5,3,3,4.0,312.0,4,5,3.0,1.0,4.0,341.0,457.0,798.0,5,817,1954,0.0,1,1,3,4,2,3.0,5.0,1.0,431.0,0,119,5,2008,311500
640,120,3,43.0,3087,4,5,21,1,7,5,2006,2006,5,3,3,4.0,14.0,4,4,4.0,3.0,6.0,453.0,767.0,1220.0,5,0,1364,1.0,2,0,2,4,1,4.0,5.0,3.0,437.0,100,16,11,2006,210250
641,60,3,95.0,13450,3,4,2,2,7,5,2002,2002,5,3,3,2.0,0.0,4,4,4.0,1.0,6.0,700.0,216.0,916.0,5,941,1861,1.0,2,1,3,4,0,0.0,3.0,2.0,492.0,146,91,6,2006,200000
642,90,3,75.0,10125,4,5,11,3,5,5,1977,1977,5,7,7,2.0,0.0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,3,432,1734,0.0,2,0,4,4,0,0.0,5.0,1.0,539.0,0,0,8,2009,126000
643,70,3,80.0,8146,4,4,3,2,4,8,1900,2003,5,9,9,2.0,0.0,4,6,2.0,1.0,1.0,0.0,405.0,405.0,4,322,1039,0.0,1,0,2,3,0,0.0,1.0,1.0,281.0,0,0,5,2009,114000
644,70,1,60.0,9600,4,5,3,2,4,4,1910,1950,5,3,3,2.0,0.0,4,6,2.0,1.0,1.0,0.0,677.0,677.0,3,677,1510,0.0,2,0,3,4,0,0.0,1.0,1.0,720.0,0,0,6,2009,87500
645,60,3,98.0,12328,3,5,17,2,8,5,2005,2005,3,3,3,1.0,146.0,4,4,5.0,2.0,6.0,986.0,163.0,1149.0,5,1377,2541,1.0,3,1,4,5,1,4.0,3.0,3.0,729.0,120,32,7,2007,349265
646,20,3,76.0,10141,3,5,10,1,8,5,2004,2004,5,3,3,4.0,264.0,4,4,4.0,4.0,4.0,516.0,222.0,1512.0,5,0,1512,0.0,2,0,3,4,0,0.0,5.0,2.0,845.0,210,36,1,2009,203000
647,20,3,65.0,8529,3,5,10,1,7,5,2001,2001,5,3,3,2.0,0.0,4,4,4.0,1.0,6.0,20.0,1434.0,1454.0,5,0,1434,0.0,2,0,3,4,1,3.0,5.0,2.0,527.0,290,39,4,2009,189000
648,60,6,65.0,8127,3,5,5,2,7,5,2003,2003,5,3,3,2.0,0.0,4,4,4.0,1.0,6.0,410.0,402.0,812.0,5,841,1653,1.0,2,1,3,4,0,0.0,5.0,2.0,628.0,0,45,3,2009,209000
649,70,1,70.0,8400,4,4,3,2,6,7,1900,1950,5,4,14,2.0,0.0,3,6,2.0,2.0,1.0,0.0,917.0,917.0,4,917,2007,0.0,2,0,3,5,0,0.0,1.0,1.0,357.0,0,235,6,2009,160000
650,20,3,44.0,10751,3,3,8,1,5,5,1974,1974,5,7,7,4.0,44.0,3,5,2.0,4.0,5.0,787.0,250.0,1037.0,3,0,1037,1.0,1,0,2,3,0,0.0,5.0,2.0,431.0,136,47,8,2007,129000
651,20,3,77.0,10010,4,5,11,1,5,5,1974,1975,5,11,11,2.0,0.0,3,5,4.0,3.0,5.0,1071.0,195.0,1389.0,4,0,1389,1.0,1,0,2,3,1,3.0,5.0,2.0,418.0,240,38,4,2006,170000
652,30,3,40.0,4280,4,5,13,1,5,6,1913,2002,5,1,4,2.0,0.0,3,4,3.0,1.0,2.0,365.0,75.0,440.0,3,0,694,0.0,1,0,2,4,1,4.0,1.0,1.0,352.0,0,0,3,2007,90350
653,50,3,60.0,9600,4,4,4,3,6,5,1924,1950,5,2,2,2.0,0.0,3,6,3.0,1.0,1.0,0.0,572.0,572.0,2,524,1096,0.0,1,0,2,3,0,0.0,0.0,0.0,0.0,0,8,4,2008,79000
654,20,3,70.0,9800,4,4,2,1,5,7,1972,1972,5,3,3,2.0,0.0,3,4,3.0,1.0,5.0,894.0,0.0,894.0,3,0,894,1.0,1,0,3,3,0,0.0,5.0,1.0,552.0,256,0,7,2006,149900
655,20,3,63.0,7560,4,5,1,1,5,5,1971,1971,3,9,9,2.0,0.0,3,5,4.0,1.0,3.0,119.0,132.0,864.0,3,0,864,1.0,1,0,3,3,0,0.0,1.0,1.0,576.0,0,0,5,2008,123000
656,70,1,60.0,9600,4,5,3,2,4,2,1900,1950,5,17,4,2.0,0.0,3,6,3.0,1.0,1.0,0.0,1095.0,1095.0,2,679,1774,1.0,2,0,4,3,0,0.0,6.0,1.0,779.0,0,0,5,2006,87000
657,80,3,76.0,9880,4,5,11,4,6,6,1977,1977,5,7,7,2.0,0.0,3,5,3.0,3.0,5.0,522.0,574.0,1096.0,3,0,1118,1.0,1,0,3,3,1,1.0,5.0,3.0,358.0,203,0,7,2008,171000
658,50,3,80.0,9600,4,5,1,3,6,5,1950,1950,5,3,3,2.0,0.0,3,5,3.0,1.0,4.0,280.0,752.0,1032.0,3,220,1252,0.0,1,0,3,3,0,0.0,5.0,1.0,288.0,0,0,4,2008,119000
659,20,3,70.0,7931,4,5,1,1,5,5,1959,1959,3,14,7,2.0,0.0,3,5,3.0,1.0,4.0,1148.0,0.0,1148.0,3,0,1148,1.0,1,0,3,3,0,0.0,5.0,1.0,672.0,0,0,7,2009,132500
660,70,1,0.0,5100,4,5,3,2,8,7,1925,1996,3,4,1,2.0,0.0,3,4,3.0,1.0,1.0,0.0,588.0,588.0,2,833,1666,0.0,1,0,3,4,1,4.0,1.0,1.0,228.0,192,63,6,2008,161000
661,60,3,0.0,9720,3,3,2,2,9,5,2001,2002,5,3,3,4.0,134.0,4,4,4.0,2.0,6.0,1194.0,163.0,1357.0,5,581,1947,1.0,2,1,3,4,1,3.0,3.0,3.0,725.0,168,116,1,2008,274000
